a,b,diff,d,e,41.4303924,17.0251642
05291,3,21,nadsapa jari ajima inana tiadenipi huima cacattemadedeni tedseje aja jomanodenicca isso teppeppedenicca taminedsa timaidsemanana,nazapa —rrari arrima inana tiadenipe uima cacattemadedeni tezerre arra rromanodenicca isso teppeppedenicca tamineza timaizemanana,,
05309,5,21,nadsapa isso teppeppedeni dsome paoro iaqquema nadsapa odsa panani antipatridsa bacco toquenajari pina poccadeni tamine pohuadeni dsosse inabaqquipohui attissa inanemanajaron,nazapa isso teppeppedeni zome paoro iaqquemanazapa oza panani atipatriza bacco toquenarrari pina poccadeni tamine pouadeni zosse inabaqquipoui attissa inanemanarraro,,
05452,2,21,nadsapa dajoni ahaccadedeni domo tocca-jarahuihuajine iso teppeppedenia dajoni bedeni madoni ca ippimanade dajoni bedeni passodsa cassonippedsape toca tabode,nazapa darroni ahaccadedeni domo tocca rrarauiuarrine isso teppeppedenia darroni bedeni madoni ca ippimanade darroni bedeni passoza cassonippezape tocatabode,,
05493,5,21,nadsama dsodiodeni mota paoro attidsa huatidsemanadsa pajissa quenade naraha motapa pajissa quina-jarade n,nazama zodeodeni mota paoro attiza uatizemanaza parrissa quenade naraha motapa parrissa quina rrarade,,
05643,2,21,diopa pohua bedi da inadsa dsoqquejari icca huimasiri manaconi ina huatonijaripa iadsa huima siri ticappiremanani nahuihuajine,deopa poua bedi da inaza zoqquerrari icca uimasiri manaconi inauatonirraripa iaza —uimasiri ticappiremanani nauiuarrine,,
05732,2,21,tessiredenipe huimasirijine tidsoqquemaneraha ticorimedenina madimana-dsanaponitohui cristo tibodidenidsa madijarijine tiadenipe ohuadsa bicaqquiri tiquenani najari,tessiredenipe uimasirirrine tizoqquemaneraha ticorimedenina madimana zanaponitoui cristo tibodideniza madirrarirrine —tiadenipe ouaza bicaqquiri tiquenani narrari,,
06412,1,21,cristo nahuatoni-jaradsapa icca marinaja ponima tojani tohuiraha ticcadeni jehe niji naqui ponima tojani tohuiraha,cristo nauatoni rrarazapa icca marinarra ponima torranitouiraha ticcadeni rrehenirri naqui ponima torranitouiraha,,
06670,3,21,nema tiquenedsape accoraqquiri tiquenani ahuato tanitohui naraha dade jiperaqquiri tiquenadsa ticcadeni da naqquinaja tinajora pojeredsape ticcadeni accoe ahuato tanitohui,nema tiquenezape accoraqquiri tiquenani auato tanitoui naraha dade rriperaqquiri tiquenaza ticcadeni da naqquinarra tinarrorapo rrerezape ticcadeni accoue auato tanitoui,,
06927,4,21,jaho tahidepe paji sehe tahuimarini timittemanapodsa najarossa tinanemanapode naraha nejecojari atti timittemanedsa ticcadeni iborehe tinebomanajarotte n,rraho taidepe parrissehe tauimarini timittemanapoza narrarossa tinanemanapode naraha nerrecorrari atti timittemaneza ticcadeni iborehe tinebomanarrarotte,,
07525,3,21,abi deo titohuideni huahua najaripa maisera tahui tiadenidsa pohua attissa inananitohui aji huati onajarope tiadenidsa inananissa tanitohui n,abi deo titouideni uaua narraripa maizera taui tiadeniza poua attissa inananitoui arri uati onarrarope tiadeniza inananissa tanitoui,,
07736,2,21,pauropa timotiza wima tepe xutudecha zose inaharo segda timoti u,paoropa timotiza uima teppe zotodecca zosse inarraro timóteo timóteo,,
07906,5,21,pohuapa tiahuaji dsosse ononipomajari pohuapa obo noccoricca tia naqui pohuadsa bica tinana pina ohuadsa ssa tana onajaron,pouapa tiauarri zosse onanipomarrari pouapa obonoccoricca tia naqui pouaza bica tinana pina ouazassa tana onarraro,,
08885,5,21,naraha ticcadeni huima motape nacassera onani tiadenihuaji madija motapa maitta ccadsama madijari baraaocca marinaja nebomana-jarahui n,—naraha ticcadeni uima motape nacassera onani tiadeniuarri madirra motapa maittaccazama madirrari barahaocca marinarra nebomana rraraui,,
00077,3,20,naraha dsohua o attipa ohuape ajimani ojani tiana ohua passo dopanidsa niqui tidsanani bica tani najari na,naraha zouao attipa —ouape arrimani orrani tiana oua passo dopaniza niqui tizanani bica tani narrari,,
00674,3,20,aja jipemanajaridenipa maqquideje q mil quenajari denima poccadeni amoneje poccadeni ejedenideni naco jipemanajari,arra rripemanarraridenipa maqquiderre mil quenarrari denima poccadeni amonerre poccadeni erredenideni naco rripemanarrari,,
01386,2,20,naraha dio atti mamarihuaji jeso toqquedsimanipomadsapa madija dsepe siri naco nahuidsa huittarijari,naraha deo atti mamariuarri zeso toqquezimani pomazapa madirra zepe siri naco nauiza uittarirrari,,
01421,3,20,naraha jeso pohua attipa occa amipe nejecojarona paji huemecotedeni naco nejecojaridenina paja nahui nade n,naraha zeso poua attipa —occa amipe nerrecorrarona parri ouimecotedeni naco nerrecorraridenina parra naui nade,,
01427,5,20,tita huari bobo canaji huisaja papadepa pocca huisaja huirade toca jari,—titauaribobo canarri uizarra ppappadepa pocca uizarra uirade toccarrari,,
01911,1,20,naraa jesoa pepejitique naji nejecotohui ponisa tedimanajaro ponijine ohuasa nema nesape bica tani,naraha zesoa —peperri tiquenarri nerrecotoui poniza tedimanarraro ponirrine ouaza nema nezape bica tani,,
01963,2,20,madija huapita'a maisaniji onii onii huati toquenaraa pocadeni huimape najarosa narisa jerani,madirra uapi taha maizanirri onihi onihi uati toquenaraha poccadeni uimape narrarossa nariza rrerani,,
02114,4,20,nasa pa tideni a naratica madeja oni nama nahui no uera ahui quenajari,nazapa attidenia —naraha ticca madirra oni nama naui noueraui quenarrari,,
02572,5,20,nadsapa dseso attipa jehe bica tani neraha najarope madija ohuahadenidsa teco mema naccana najari n,nazapa zeso attipa —rrehe bica tani neraha narrarope madirra ouahadeniza tecomemanaccana narrari,,
03208,3,20,naraha dio tiadeni tohuacahuabaqquihuitohui pohua tohuini nadsapa titatideni conani ojarie amosineje canima jeranitohui n,naraha deo tiadeni touacaua baqquiuitoui poua touini nazapa titatideni conani orrarie amossinerre canima rreranitoui,,
03425,4,20,zuao pa jesucristo tave mari do zul inaharo zuao u,zouaopa zeso cristo tauimari dozo inarraro joão joão,,
03495,2,20,nedsape pohua huatimadedeni iape eti huatomajarode dio atti dodso napojarope ticca odsa acconipe ohuana ocasserani ohuanitohui nanaja napode inade,nezape poua uatimadedeni iape eti uatomarrarode —deo atti dozo naporrarope ticca oza acconipe ouana ocasserani ouanitoui nanarra napode inade,,
03540,3,20,imehipa bedidsa huati huana tajari pohua bedidsa pocca nahuatonaja huapima pohuadsa inanajaro n,imehipa bediza uati uana tarrari poua bediza pocca nauatonarra uapima pouaza inanarraro,,
03590,0,20,naraha tamine biji accodepa ohua dsodsossede occa ejedeni dsoqque-jaradsama ticca ccaji nade,naraha tamine birri accodepa —oua zozossede occa erredeni zoqque rrarazama ticcaccarri nade,,
03958,2,20,nadsapa jodiodeni mariadsa queriqquimanajari motapa jesojine rasaro camittemanihui qqui toquenadsa jesodsa pajissa quenade,nazapa zodeodeni mariaza queriqquimanarrari motapa zesorrine razaro camittemaniui qqui toquenaza zesoza parrissa quenade,,
04276,0,20,ipamehe dsaja ineraha seso huatimade ohuana huassi oneje najaro seso noccobirihuaji bacco onapojarode naraha pedoropa dsotode bacco namissade,ipamehe zarra ineraha zeso uatimade ouana uassi onerre narraro zeso noccobiriuarri bacco onaporrarode naraha pedoropa zotode bacco namissade,,
04415,4,20,nadsapa isso siri qqui toquenadsapa pedoro pohuadsa huati tajari jari iahuaji qqui taji najari,nazapa isso siri qqui toquenazapa pedoro pouaza uati tarrari —rrari iauarri qqui tarri narrari,,
04766,3,20,naraha pohuadsa ajima onade ohua dsodsossede pohua ohuapi bani oppina tahuicca ohojipa nejerani onade n,naraha pouaza arrima onade oua zozossede poua ouape bani oppina tauicca ohorripa nerrerani onade,,
04836,5,20,nadsapa dio atti mamaricca taminedeni moisecca marinaja hua iquenajaro dio atti cacomeraqquiri najaridenicca dodsoniji naqui hua iquenajaron,nazapa deo atti mamaricca taminedeni moizecca marinarra ua iquenarraro deo atti cacomeraqquiri narraridenicca dozonirri naqui ua iquenarraro,,
05195,5,20,nanidsa icca huada tohuapinidsa dsama jodeacca madija dio atti huahuati toqquimade acabo bacco najonajaride n,naniza icca uada touapiniza zama zodeacca madirra deo atti uauati toqquimade acabo bacco narronarraride,,
05252,2,20,nadsapa anania ohua qquide ccajonajari bacco nadsa ohuadsa huati tade ohuimecote saoro tinoccope ssire tana nanaja onocco ssirere anania paja qqui onarihui nade,nazapa anania oua qquide ccarronarrari bacco naza ouaza uati tade ouimecote saoro tinoccope ssire tana nanarra onocco ssire re anania parra qqui onariui nade,,
05493,3,20,nadsama dsodiodeni mota paoro attidsa huatidsemanadsa pajissa quenade naraha motapa pajissa quena-jarade,nazama zodeodeni mota paoro attiza uatizemanaza parrissa quenade naraha motapa parrissa quina rrarade,,
06175,3,20,maqquideje amoneje cajidsa bica tani caji-jaradsa naco denima bica tani onajaro na,maqquiderre amonerre carriza bica tani carri rraraza naco denima bica tani onarraro,,
06260,4,20,nadsama tiadenipe pina aji occa madehessa tinanemanana ohuape cristocca madehessa onananihuajine damera onajaro najarossa tiquenaji onajaro,nazama tiadenipe pina arri occa madiessa tinanemanana ouape cristocca madiessa onananiuarrine damera onarraro narrarossa tiquenarri onarraro,,
06273,2,20,naraha iapi ibodidsa nahuatoqquiri inajaro maqquideje tati conai arabo tadsapa a jidsa tahui ihinanajaro,naraha iape ibodiza nauatoqquiri inarraro maqquiderre tati cone arabo tazapa —a rriza taui ihinanarraro,,
06516,4,20,aja tiadeni mota pocca huimajine huati ticanaqquimanajaripa pepejihua nanidsa jicana onajaro na,arra tiadeni mota pocca uimarrine uati ticanaqquimanarraripa peperriua naniza rricana onarraro,,
06663,6,20,segunda corinto deniza nove,coríntios,,
06704,5,20,sigunda kurintu deniza i,coríntios,,
06940,3,20,pina siba nahuatonidsa dsoppinejedenidsa naco ia cacahuade quenajari pina ttemode tomade caribajade tohuini dameraqquiri najari n,pina siba nauatoniza zoppinerredeniza naco —ia cacauade quenarrari pina ttemode tomade caribarrade touini dameraqquiri narrari,,
07254,2,20,icca madie denima ibicanihuajinepe nohuerani quequenanaraha diona bodideni cacajiqquimerahuihuajine acco icanabaqquihuitohui diocca madie tohuira denima todacocorahui nahuihuajine,icca madie denima ibicaniuarrinepe nouerani quequenanaraha deona bodideni cacarriqquimerauiuarrine acco icanabaqquiuitoui deocca madie touira denima todacocoraui nauiuarrine,,
07333,3,20,dio tibodideni tona huatidsebaqquihuajine pocca tohuati huanehema tibodideni ojariqquinissa tanihuajine naqui tohuini onajaron,deo tibodideni tonauatizebaqquiuiuarrine pocca touati uanehema tibodideni orrariqquinissa taniuarrine naqui touini onarraro,,
07336,3,20,tiadenidsa nema onajarope madija ohuahadeni tiadeni tocamaidsabaqqui-manarana attideni bica tadsa huati huati toquenaraha maidsemanajari n,tiadeniza nema onarrarope madirra ouahadeni tiadeni tocamaizabaqqui manarana attideni bica taza uati uati toquenaraha maizemanarrari,,
07392,2,20,nadsama abi ami tiadeni naqui ticcadeni ejedeni tinaboquemana najarana tijinedeni huadimanadsapa tettidenidsa paja tohuiboma narihui narana,nazama abi ami tiadeni naqui ticcadeni erredeni tinaboquemanarrarana tirrinedeni uadimanazapa tettideniza parra touibomanariui narana,,
07453,3,20,naraha imecotedeni diodsa pajissa tiquenedsape ticcadeni dsamacca madijaraha tiadeni nanajidso totonana-baqquimana najari n,naraha imecotedeni deoza parrissa tiquenezape ticcadeni zamacca madirraraha tiadeni nanarrizo totonana baqquimana narrari,,
07491,2,20,imecotedeni ssamoqquiri tiquenejeranihuajine ticcadeni madija dsodsoqquemana najaricca huima tiadenidsa dodso inajaro,imecotedeni ssamoqquiri tiquenerreraniuarrine ticcadeni madirra zozoqquemana narraricca uima tiadeniza dozo inarraro,,
07521,2,20,madija dio corimejine dio atti ecomeredsape tettideni maidsa maidsa najari tiquenejerana na,madirra deo corimerrine deo atti ecomerezape tettideni —maiza maiza narrari tiquenerrerana,,
07596,4,20,pohuadenipa deocca dsosseniji maride iquejenana quenadsapa cappineraqquiri nadsa marimari quenaraha poccadeni marinaja tomittanimana-jarajari,pouadenipa —deocca zossenirri maride iquerrenana quenazapa cappineraqquiri naza mari mari quenaraha poccadeni marinarra tomittanimana rrararrari,,
07678,2,20,ticca madie tecahuanissa taji dio atti naqui mari tanissa taji nema tidsanapodsape tia ticca mamari tabaqquima diojine ticassihuahueranihuajine onajaro,ticca madie tecauanissa tarri deo atti naqui mari tanissa tarri nema tizanapozape tia ticca mamari tabaqquima deorrine ticassiuaueraniuarrine onarraro,,
07782,3,20,huima ponimacca pina madija pohua bodicca huati tajari timitteraha pajissa tejeraji poni tana nahuato tinani huima nema naniccape huadie toja tani n,uima ponimacca pina madirra poua bodicca uati tarrari timitteraha parrissa terrerarri poni tana nauato tinani uima nema naniccape uadie torra tani,,
08364,3,20,pohuadeni mota naco jesocristo onidsa datamasso quenajaraco pohua oni bicabotedsa tiadeni tocanacani baqquimanaraha pohuadeni dsana denima bicaqquiri tiquenajarorane n,pouadeni mota naco zeso cristo oniza tatamasso quena rraraco poua oni bicaboteza tiadeni tocanacani baqquimanaraha pouadenizana denima bicaqquiri tiquenarrarorane,,
00275,3,19,jeso pedorocca odsahuaji toqquedsimadsapa pedoro hmassodini pori canani jeso qqui tajari coma tajaro huapini ppocorajaro,zeso pedorocca ozauarri toqquezimazapa pedoro massodini pori canani zeso qqui tarrari coma tarraro uapini ppocorarraro,,
00574,5,19,jee deocca cacahuehe tahuimarini onihinaqui pina madija tomattocca hvatiniccara tanicca perola mittade tohuini nadsa qquide ccaridsajari,—rrehe deocca cacauehe tauimarini onihi naqui pina madirra tomattocca uatini ccara tanicca perola mittade touini naza qquide ccarizarrari,,
01178,3,19,nadsapa jina titememanaji ajana jidapanapa ohua ccaccorade ccajonahui nahuinade dseso,nazapa —rrina titememanarri arrana rridapanapa oua ccaccorade ccarronaui naui nade zeso,,
01282,5,19,pohuapa ssihuaja tajari pina ssissihuede ssihuajanissa najari pocca etero mopo tajaro pina huepessa neraha denima mopo tajaro n,pouapa ssiuarra tarrari pina ssissiuede ssiuarranissa narrari pocca etero mopo tarraro pina uepessa neraha denima mopo tarraro,,
01720,2,19,nema najarojinea maqqideje pohua bedimenidsa tojadsapa imehi imenidenisa nebo pohuadenira madimanajare,nema narrarorrinea maqquiderre poua bedimeniza torrazapa imehi imenideniza nebo pouadenira madimanarrari,,
01790,3,19,naraha dada toqquimade taminedeni jodeodenicca marinaja maride deni teseje najaro huima mittemanadsapa desodsa nacaseraqquiri najarin,naraha dada toqquimade taminedeni zodeodenicca marinarra maridedeni tezerre narraro uima mittemanazapa zesoza nacasseraqquiri narrari,,
02188,3,19,nara huati tahui mite manara a sesupoca huima mite mana jara cajari,naraha uati taui mittemanaraha zeso pocca uima mittemana rraraccarrari,,
02689,4,19,madeja ohuaha pocca ejedeni tacara nappanitohui huati tadsa naco pohua bedidsa dsomohuasa da ina taco nohuerahui,madirra ouaha pocca erredeni tacara nappanitoui uati taza naco poua bediza zomouassa da ina taco noueraui,,
03136,2,19,naraa manaco seso pohuadenesa huati tajari ohuanaqui teadenisa huati onana ohuasa tecomere manaji,naraha manaco zeso pouadeniza uati tarrari —oua naqui tiadeniza uati onana ouaza tecomeremanarri,,
03183,3,19,madija basima tahuaribobo canodsa sesopa poca sosose tabaqquidsa huati huati tajare,madirra bazima tauaribobo canaza zesopa pocca zozosse tabaqquiza uati uati tarrari,,
03637,5,19,madija attidenipa tiape deni tijani bica tinani quenahuihuajine occa jone-jerajaro n,—madirra attidenipa tiape deni tirrani bica tinani quenauiuarrine occarrona rrerarraro,,
03651,0,19,naraha piripi attipa dsiniro huemani pina d denariodsa madija taparideni mitta inadsapa badsira badsira taridsaraha motadenipa ai tocanirehuitohui nade,naraha piripi attipa —ziniro uemani pina denarioza madirra taparideni mitta inazapa bazira bazira tarizaraha motadenipa ai tocanireuitoui nade,,
03756,3,19,naraha madija mota attidenipa ajajaripa cristo mesia quenade naraha madija mota attidenipa nohuerahui cristo mesiapa carireahuajicca jarahuin,naraha madirra mota attidenipa —arrarraripa cristo mesia quenade naraha madirra mota attidenipa —noueraui cristo mesiapa carireauarricca rraraui,,
04004,4,19,najaro huima dseso huati tadsana ahuatomajarode pohua ahua porimacossanidsa dsoqquehuicca huima,narraro uima zeso uati tazana auatomarrarode poua aua porimacossaniza zoqqueuicca uima,,
04216,4,19,jomanodeni tiadenina ticcadeni cacahuanijina paji madijacca huima huaidira tedsape tiadenina titinanadsoqquemana najari quenade n,rromanodeni tiadenina ticcadeni cacauanirrina parri madirracca uima uaidira tezape tiadenina titinanazoqquemana narrari quenade,,
04416,4,19,pohua bodi ohuadsa dsiniro da iquenanihuajine nitide nadsapa pohuadenihuaji qqui inajari,poua bodi —ouaza ziniro da iquenaniuarrine nitide nazapa pouadeniuarri qqui narrari,,
05478,5,19,nedsape dsama bedeni passo imenidsa huittacossani onihicca odsa panani siracosadsa bacco inade nanidsa icca huada tr nade n,nezape zama bedeni passo imeniza uittacossani onihicca oza panani siracosaza bacco inade naniza icca uada nade,,
06000,2,19,aji tiadenidsa jesocristocca huima ohuacomerapojarope jidapana ticcadeni madiedsa ahuato tajaropaji,arri tiadeniza zeso cristocca uima ouacomeraporrarope rridapana ticcadeni madieza auato tarraroparri,,
