"language","version","stocknumber","filesetid","type","script","iso639","bibleid"
"Rundi","2007 Bible Society of Burundi","N2RUN/BSB","RUNBSBN2DA","audio_drama","Latn","run","RUNBSB"
"Rundi","2007 Bible Society of Burundi","N2RUN/BSB","RUNBSBN2DA16","audio_drama","Latn","run","RUNBSB"
"Russian","Holy Bible, New Russian Translation  (Новый Перевод на Русский Язык)","N1RUS/BIB","RUSBIB","text_plain","Cyrl","rus","RUSBIB"
"Russian","Holy Bible, New Russian Translation  (Новый Перевод на Русский Язык)","N1RUS/BIB","RUSBIB","text_format","Cyrl","rus","RUSBIB"
"Russian","Holy Bible, New Russian Translation  (Новый Перевод на Русский Язык)","N1RUS/BIB","RUSBIBN1DA","audio","Cyrl","rus","RUSBIB"
"Russian","Holy Bible, New Russian Translation  (Новый Перевод на Русский Язык)","N1RUS/BIB","RUSBIBN1DA16","audio","Cyrl","rus","RUSBIB"
"Russian","Holy Bible, New Russian Translation  (Новый Перевод на Русский Язык)","O1RUS/BIB","RUSBIBO1DA","audio","Cyrl","rus","RUSBIB"
"Russian","Holy Bible, New Russian Translation  (Новый Перевод на Русский Язык)","O1RUS/BIB","RUSBIBO1DA16","audio","Cyrl","rus","RUSBIB"
"Russian","Holy Bible, New Russian Translation  (Новый Перевод на Русский Язык)","P2RUS/LPF","RUSBIBP2DV","video_stream","Cyrl","rus","RUSBIB"
"Russian","Holy Synod Version","N2RUS/BSR","RUSBSRN2DA","audio_drama","Cyrl","rus","RUSBSR"
"Russian","Central Asian Russian Scriptures (CARS)","N2RUS/IBS","RUSIBS","text_plain","Cyrl","rus","RUSIBS"
"Russian","Central Asian Russian Scriptures (CARS)","N2RUS/IBS","RUSIBSN2DA","audio_drama","Cyrl","rus","RUSIBS"
"Russian","Central Asian Russian Scriptures (CARS)","N2RUS/IBS","RUSIBSN2DA16","audio_drama","Cyrl","rus","RUSIBS"
"Russian","Central Asian Russian Scriptures (CARS)","N2RUS/IBS","RUSIBSP2DV","video_stream","Cyrl","rus","RUSIBS"
"Russian","1876 Synodal Bible","C2RUS/S76","RUSS76","text_plain","Cyrl","rus","RUSS76"
"Russian","1876 Synodal Bible","C2RUS/S76","RUSS76C2DA","audio_drama","Cyrl","rus","RUSS76"
"Russian","1876 Synodal Bible","C2RUS/S76","RUSS76N2DA","audio_drama","Cyrl","rus","RUSS76"
"Russian","1876 Synodal Bible","C2RUS/S76","RUSS76N2DA16","audio_drama","Cyrl","rus","RUSS76"
"Russian","1876 Synodal Bible","C2RUS/S76","RUSS76O2DA","audio_drama","Cyrl","rus","RUSS76"
"Russian","Holy Synod Version","N1RUS/SVR","RUSSVR","text_plain",NULL,"rus","RUSSVR"
"Russian","Holy Synod Version","N1RUS/SVR","RUSSVRN1DA","audio",NULL,"rus","RUSSVR"
"Russian","2014 Bible League International","N2RUS/WTC","RUSWTC","text_plain","Cyrl","rus","RUSWTC"
"Russian","2014 Bible League International","N2RUS/WTC","RUSWTC","text_format","Cyrl","rus","RUSWTC"
"Karo","2001 Edition","N2RWO/WYI","RW1WYI","text_format","Latn","rwo","RWOWYI"
"Karo","2001 Edition","N2RWO/WYI","RW1WYI","text_plain","Latn","rwo","RWOWYI"
"Rawa","1992 Wycliffe Bible Translators, Inc.","N2RWO/WBT","RWOWBT","text_plain","Latn","rwo","RWOWBT"
"Buglere","2008 Wycliffe Bible Translators Inc.","N2SAB/WBT","SABWBT","text_plain","Latn","sab","SABWBT"
"Buglere","2008 Wycliffe Bible Translators Inc.","N2SAB/WBT","SABWBTN2DA","audio_drama","Latn","sab","SABWBT"
"Buglere","2008 Wycliffe Bible Translators Inc.","N2SAB/WBT","SABWBTN2DA16","audio_drama","Latn","sab","SABWBT"
"Meskwaki","2008 Wycliffe Bible Translators Inc.","P2SAC/WBT","SACWBTP2DA","audio_drama",NULL,"sac","SACSLC"
"Sango","2003 Bible Society","N2SAG/CAR","SAGCAR","text_plain","Latn","sag","SAGCAR"
"Sango","2003 Bible Society","N2SAG/CAR","SAGCARN2DA","audio_drama","Latn","sag","SAGCAR"
"Sango","2003 Bible Society","N2SAG/CAR","SAGCARN2DA16","audio_drama","Latn","sag","SAGCAR"
"Yakut","2009 Institute for Bible Translation, Moscow","P2SAH/IBT","SAHIBT","text_format","Cyrl","sah","SAHIBT"
"Yakut","2009 Institute for Bible Translation, Moscow","P2SAH/IBT","SAHIBT","text_plain","Cyrl","sah","SAHIBT"
"Yakut","2009 Institute for Bible Translation, Moscow","P2SAH/IBT","SAHIBTP1DA","audio","Cyrl","sah","SAHIBT"
"Yakut","2009 Institute for Bible Translation, Moscow","P2SAH/IBT","SAHIBTP2DA","audio_drama","Cyrl","sah","SAHIBT"
"Sahu","2015 Lembaga Alkitab Indonesia","N1SAJ/LAI","SAJLAI","text_plain","Latn","saj","SAJBSI"
"Sahu","2015 Lembaga Alkitab Indonesia","N1SAJ/LAI","SAJLAI","text_format","Latn","saj","SAJBSI"
"Sahu","2015 Lembaga Alkitab Indonesia","N1SAJ/LAI","SAJLAIN1DA","audio","Latn","saj","SAJBSI"
"Sahu","2015 Lembaga Alkitab Indonesia","N1SAJ/LAI","SAJLAIN1DA16","audio","Latn","saj","SAJBSI"
"Sahu","2015 Lembaga Alkitab Indonesia","N1SAJ/LAI","SAJLAIP2DV","video_stream","Latn","saj","SAJBSI"
"Samburu","2018 Bible Translation & Literacy","N2SAQ/BTL","SAQBTL","text_plain","Latn","saq","SAQBTL"
"Samburu","2018 Bible Translation & Literacy","N2SAQ/BTL","SAQBTL","text_format","Latn","saq","SAQBTL"
"Samburu","2018 Bible Translation & Literacy","N2SAQ/BTL","SAQBTLN2DA","audio_drama","Latn","saq","SAQBTL"
"Samburu","2018 Bible Translation & Literacy","N2SAQ/BTL","SAQBTLP2DV","video_stream","Latn","saq","SAQBTL"
"Sasak","Today's Sasak Version, 2007","N2SAS/LAI","SASLAI","text_plain","Latn","sas","SASLAI"
"Sasak","Today's Sasak Version, 2007","N2SAS/LAI","SASLAIN2DA","audio_drama","Latn","sas","SASLAI"
"Sasak","Today's Sasak Version, 2007","N2SAS/LAI","SASLAIN2DA16","audio_drama","Latn","sas","SASLAI"
"Sasak","Today's Sasak Version, 2007","N2SAS/LAI","SASLAIP2DV","video_stream","Latn","sas","SASLAI"
"Santali","Union Version","N2SAT/BSI","SATBSIN2DA","audio_drama","Olck","sat","SATBSI"
"Ngambay","Nouvelle Version","N2SBA/NVV","SBANVV","text_plain","Latn","sba","SBASBA"
"Ngambay","Nouvelle Version","N2SBA/NVV","SBANVVN2DA","audio_drama","Latn","sba","SBASBA"
"Ngambay","Nouvelle Version","N2SBA/NVV","SBANVVN2DA16","audio_drama","Latn","sba","SBASBA"
"Southern Samo","1995 Bible Society of Burkina Faso","N2SBD/ABB","SBDABB","text_plain",NULL,"sbd","SBDABB"
"Southern Samo","1995 Bible Society of Burkina Faso","N2SBD/ABB","SBDABB","text_format",NULL,"sbd","SBDABB"
"Southern Samo","1995 Bible Society of Burkina Faso","N2SBD/ABB","SBDABBN2DA","audio_drama",NULL,"sbd","SBDABB"
"Southern Samo","1995 Bible Society of Burkina Faso","N2SBD/ABB","SBDABBN2DA16","audio_drama",NULL,"sbd","SBDABB"
"Southern Samo","1995 Bible Society of Burkina Faso","N2SBD/ABB","SBDABBP2DV","video_stream",NULL,"sbd","SBDABB"
"Saliba","2013 Wycliffe Bible Translators, Inc.","P1SBE/WBT","SBEWBT","text_format","Latn","sbe","SBEWBT"
"Saliba","2013 Wycliffe Bible Translators, Inc.","P1SBE/WBT","SBEWBT","text_plain","Latn","sbe","SBEWBT"
"Botolan Sambal","2005 Bible League","N2SBL/TBL","SBLTBL","text_plain","Latn","sbl","SBLTBL"
"Botolan Sambal","2005 Bible League","N2SBL/TBL","SBLTBLN2DA","audio_drama","Latn","sbl","SBLTBL"
"Botolan Sambal","2005 Bible League","N2SBL/TBL","SBLTBLN2DA16","audio_drama","Latn","sbl","SBLTBL"
"Botolan Sambal","2005 Bible League","N2SBL/TBL","SBLTBLP2DV","video_stream","Latn","sbl","SBLTBL"
"Sakachep","2018 The Word for the World","N2SCH/WFW","SCHWFWN1DA","audio","Latn","sch","SCHWFW"
"Sakachep","2018 The Word for the World","N2SCH/WFW","SCHWFWN2DA","audio_drama","Latn","sch","SCHWFW"
"Sakachep","2018 The Word for the World","N2SCH/WFW","SCHWFWP2DV","video_stream","Latn","sch","SCHWFW"
"Sadri","Indian Evangelical Mission","N2SCK/IEM","SCKIEM","text_plain","Deva","sck","SCKIEM"
"Sadri","Indian Evangelical Mission","N2SCK/IEM","SCKIEM","text_format","Deva","sck","SCKIEM"
"Sadri","Indian Evangelical Mission","N2SCK/IEM","SCKIEMN1DA","audio","Deva","sck","SCKIEM"
"Sadri","Indian Evangelical Mission","N2SCK/IEM","SCKIEMN1DA16","audio","Deva","sck","SCKIEM"
"Sadri","Indian Evangelical Mission","N2SCK/IEM","SCKIEMN2DA","audio_drama","Deva","sck","SCKIEM"
"Sadri","Indian Evangelical Mission","N2SCK/IEM","SCKIEMN2DA16","audio_drama","Deva","sck","SCKIEM"
"Sadri","Indian Evangelical Mission","N2SCK/IEM","SCKIEMP2DV","video_stream","Deva","sck","SCKIEM"
"Toraja-Sa'dan","Formal Toraja Version, 2009","N2SDA/LAI","SDALAI","text_plain","Latn","sda","SDALAI"
"Toraja-Sa'dan","Formal Toraja Version, 2009","N2SDA/LAI","SDALAIN1DA","audio","Latn","sda","SDALAI"
"Toraja-Sa'dan","Formal Toraja Version, 2009","N2SDA/LAI","SDALAIN1DA16","audio","Latn","sda","SDALAI"
"Toraja-Sa'dan","Formal Toraja Version, 2009","N2SDA/LAI","SDALAIN2DA","audio_drama","Latn","sda","SDALAI"
"Toraja-Sa'dan","Formal Toraja Version, 2009","N2SDA/LAI","SDALAIN2DA16","audio_drama","Latn","sda","SDALAI"
"Toraja-Sa'dan","Formal Toraja Version, 2009","N2SDA/LAI","SDALAIP2DV","video_stream","Latn","sda","SDALAI"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","N2SDM/GFA","SDMGFA","text_plain","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","N2SDM/GFA","SDMGFA","text_format","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","N2SDM/GFA","SDMGFAN1DA","audio","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","N2SDM/GFA","SDMGFAN1DA16","audio","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","N2SDM/GFA","SDMGFAN2DA","audio_drama","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","N2SDM/GFA","SDMGFAN2DA16","audio_drama","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","S2SDM/GFA","SDMGFAP1DA","audio","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","S2SDM/GFA","SDMGFAP1DA16","audio","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","S2SDM/GFA","SDMGFAP2DA","audio_drama","Latn","sdm","SDMGFA"
"Semandang","2017 Gereja Firman Allah
Bekerja sama dengan Yayasan Masyarakat Misi
Pedalaman (YMMP)","S2SDM/GFA","SDMGFAP2DA16","audio_drama","Latn","sdm","SDMGFA"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGV","text_plain","Latn","sdm","SDMSGV"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGVN1DA","audio","Latn","sdm","SDMSGV"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGVN1DA16","audio","Latn","sdm","SDMSGV"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGVN2DA","audio_drama","Latn","sdm","SDMSGV"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGVN2DA16","audio_drama","Latn","sdm","SDMSGV"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGVP1DA","audio","Latn","sdm","SDMSGV"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGVP1DA16","audio","Latn","sdm","SDMSGV"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGVP2DA","audio_drama","Latn","sdm","SDMSGV"
"Gerai","1997 Geraja Firman Allah","N2SDM/SGV","SDMSGVP2DA16","audio_drama","Latn","sdm","SDMSGV"
"Semai","2016 Edition","P2SEA/WYI","SEAWYI","text_plain","Latn","sea","SEAWBT"
"Semai","2016 Edition","P2SEA/WYI","SEAWYI","text_format","Latn","sea","SEAWBT"
"Semai","2016 Edition","P2SEA/WYI","SEAWYIP1DA","audio","Latn","sea","SEAWBT"
"Semai","2016 Edition","P2SEA/WYI","SEAWYIP2DA","audio_drama","Latn","sea","SEAWBT"
"Semai","2016 Edition","P2SEA/WYI","SEAWYIP2DA16","audio_drama","Latn","sea","SEAWBT"
"Cebaara Senoufo","2007 Bible Society of Cote d'Ivoire","N2SEF/ABC","SEFABCN2DA","audio_drama",NULL,"sef","SEFULL"
"Cebaara Senoufo","2007 Bible Society of Cote d'Ivoire","N2SEF/ABC","SEFABCN2DA16","audio_drama",NULL,"sef","SEFULL"
"Sena","Cibverano Cipsa","N2SEH/BSM","SEHBSM","text_format","Latn","seh","SEHBSM"
"Sena","Cibverano Cipsa","N2SEH/BSM","SEHBSM","text_plain","Latn","seh","SEHBSM"
"Sena","Cibverano Cipsa","N2SEH/BSM","SEHBSMN1DA","audio","Latn","seh","SEHBSM"
"Sena","Cibverano Cipsa","N2SEH/BSM","SEHBSMN2DA","audio_drama","Latn","seh","SEHBSM"
"Sena","Cibverano Cipsa","N2SEH/BSM","SEHBSMN2DA16","audio_drama","Latn","seh","SEHBSM"
"Sena","Cibverano Cipsa","N2SEH/BSM","SEHBSMP2DV","video_stream","Latn","seh","SEHBSM"
"Seri","1982 The Bible League","P1SEI/TBL","SEITBLP1DA","audio",NULL,"sei","SEITBL"
"Koyraboro Senni Songhai","Velberter Mission  & Wycliffe Bible Translators, Inc","N1SES/VMV","SESVMV","text_plain","Latn","ses","SESNEW"
"Koyraboro Senni Songhai","Velberter Mission  & Wycliffe Bible Translators, Inc","N1SES/VMV","SESVMVN1DA","audio","Latn","ses","SESNEW"
"Koyraboro Senni Songhai","Velberter Mission  & Wycliffe Bible Translators, Inc","N1SES/VMV","SESVMVN1DA16","audio","Latn","ses","SESNEW"
"Secoya","Maija'quë Huajë Ca Nëose'e","N2SEY/WBT","SEYWBT","text_format","Latn","sey","SEYWBT"
"Secoya","Maija'quë Huajë Ca Nëose'e","N2SEY/WBT","SEYWBT","text_plain","Latn","sey","SEYWBT"
"Secoya","Maija'quë Huajë Ca Nëose'e","N2SEY/WBT","SEYWBTN1DA","audio","Latn","sey","SEYWBT"
"Secoya","Maija'quë Huajë Ca Nëose'e","N2SEY/WBT","SEYWBTN1DA16","audio","Latn","sey","SEYWBT"
"Secoya","Maija'quë Huajë Ca Nëose'e","N2SEY/WBT","SEYWBTN2DA","audio_drama","Latn","sey","SEYWBT"
"Secoya","Maija'quë Huajë Ca Nëose'e","N2SEY/WBT","SEYWBTN2DA16","audio_drama","Latn","sey","SEYWBT"
"Secoya","Maija'quë Huajë Ca Nëose'e","N2SEY/WBT","SEYWBTP2DV","video_stream","Latn","sey","SEYWBT"
"Sehwi","2006 Bible Society of Ghana","N2SFW/AFV","SFWAFVN2DA","audio_drama",NULL,"sfw","SFWBIB"
"Sehwi","2006 Bible Society of Ghana","N2SFW/AFV","SFWAFVN2DA16","audio_drama",NULL,"sfw","SFWBIB"
"Sehwi","2006 Bible Society of Ghana","N2SFW/AFV","SFWAFVP2DV","video_stream",NULL,"sfw","SFWBIB"
"Mag-antsi Ayta","2006 Bible League","N2SGB/TBL","SGBTBL","text_plain","Latn","sgb","SGBTBL"
"Mag-antsi Ayta","2006 Bible League","N2SGB/TBL","SGBTBLN2DA","audio_drama","Latn","sgb","SGBTBL"
"Mag-antsi Ayta","2006 Bible League","N2SGB/TBL","SGBTBLN2DA16","audio_drama","Latn","sgb","SGBTBL"
"Mag-antsi Ayta","2006 Bible League","N2SGB/TBL","SGBTBLP2DV","video_stream","Latn","sgb","SGBTBL"
"Surgujia","Wycliffe India","P2SGJ/WIN","SGJWIN","text_format","Deva","sgj","SGJWIN"
"Surgujia","Wycliffe India","P2SGJ/WIN","SGJWIN","text_plain","Deva","sgj","SGJWIN"
"Surgujia","Wycliffe India","P2SGJ/WIN","SGJWINP1DA","audio","Deva","sgj","SGJWIN"
"Surgujia","Wycliffe India","P2SGJ/WIN","SGJWINP1DA16","audio","Deva","sgj","SGJWIN"
"Surgujia","Wycliffe India","P2SGJ/WIN","SGJWINP2DA","audio_drama","Deva","sgj","SGJWIN"
"Surgujia","Wycliffe India","P2SGJ/WIN","SGJWINP2DA16","audio_drama","Deva","sgj","SGJWIN"
"Surgujia","Wycliffe India","P2SGJ/WIN","SGJWINP2DV","video_stream","Deva","sgj","SGJWIN"
"Sebat Bet Gurage","1982 Bible Society of Ethiopia","N2SGW/BSE","SGWBSE","text_format","Ethi","sgw","SGWBSE"
"Sebat Bet Gurage","1982 Bible Society of Ethiopia","N2SGW/BSE","SGWBSE","text_plain","Ethi","sgw","SGWBSE"
"Sebat Bet Gurage","1982 Bible Society of Ethiopia","N2SGW/BSE","SGWBSEN2DA","audio_drama","Ethi","sgw","SGWBSE"
"Sebat Bet Gurage","1982 Bible Society of Ethiopia","N2SGW/BSE","SGWBSEN2DA16","audio_drama","Ethi","sgw","SGWBSE"
"Sebat Bet Gurage","1982 Bible Society of Ethiopia","N2SGW/BSE","SGWBSEP2DV","video_stream","Ethi","sgw","SGWBSE"
"Sursurunga","2009 Edition","N2SGZ/WBT","SGZWBT","text_plain","Latn","sgz","SGZWBT"
"Shona","Holy Bible, Shona Version (Bhaibheri Dzvene)","N2SHD/IBS","SHDIBS","text_format","Latn","sna","SNASUV"
"Shona","Holy Bible, Shona Version (Bhaibheri Dzvene)","N2SHD/IBS","SHDIBS","text_plain","Latn","sna","SNASUV"
"Shona","Holy Bible, Shona Version (Bhaibheri Dzvene)","N2SHD/IBS","SHDIBSN2DA","audio_drama","Latn","sna","SNASUV"
"Tachelhit","UBS Version","N1SHI/RBD","SHIRBD","text_plain","Latn","shi","SHIRBD"
"Tachelhit","UBS Version","N1SHI/RBD","SHIRBDN1DA","audio","Latn","shi","SHIRBD"
"Tachelhit","UBS Version","N1SHI/RBD","SHIRBDP2DV","video_stream","Latn","shi","SHIRBD"
"Tachelhit","UBS Version","P1SHI/RBD","SHIRBDS1DA","audio","Latn","shi","SHIRBD"
"Shilluk","Bible Society of South Sudan","N2SHK/BSS","SHKBSS","text_format","Latn","shk","SHKBSS"
"Shilluk","Bible Society of South Sudan","N2SHK/BSS","SHKBSS","text_plain","Latn","shk","SHKBSS"
"Shilluk","Bible Society of South Sudan","N2SHK/BSS","SHKBSSN2DA","audio_drama","Latn","shk","SHKBSS"
"Shilluk","Bible Society of South Sudan","N2SHK/BSS","SHKBSSN2DA16","audio_drama","Latn","shk","SHKBSS"
"Shan","2002 Thailand Bible Society","N2SHN/TBS","SHNTBS","text_plain","Mymr","shn","SHNSHN"
"Shan","2002 Thailand Bible Society","N2SHN/TBS","SHNTBSN2DA","audio_drama","Mymr","shn","SHNSHN"
"Shan","2002 Thailand Bible Society","N2SHN/TBS","SHNTBSN2DA16","audio_drama","Mymr","shn","SHNSHN"
"Shanga","SIM Nigeria","S1SHO/RJV","SHORJVP1DA","audio",NULL,"sho","SHORJV"
"Shanga","SIM Nigeria 2017","P2SHO/SIM","SHOSIM","text_format","Latn","sho","SHOSIM"
"Shanga","SIM Nigeria 2017","P2SHO/SIM","SHOSIM","text_plain","Latn","sho","SHOSIM"
"Shanga","SIM Nigeria 2017","P2SHO/SIM","SHOSIMP1DA","audio","Latn","sho","SHOSIM"
"Shanga","SIM Nigeria 2017","P2SHO/SIM","SHOSIMP1DA16","audio","Latn","sho","SHOSIM"
"Shanga","SIM Nigeria 2017","P2SHO/SIM","SHOSIMP2DA","audio_drama","Latn","sho","SHOSIM"
"Shanga","SIM Nigeria 2017","P2SHO/SIM","SHOSIMP2DA16","audio_drama","Latn","sho","SHOSIM"
"Shipibo-Conibo","2012 Wycliffe Bible Translators, Inc.","N2SHP/TBL","SHPTBL","text_plain","Latn","shp","SHPTBL"
"Shipibo-Conibo","2012 Wycliffe Bible Translators, Inc.","N2SHP/TBL","SHPTBLN2DA","audio_drama","Latn","shp","SHPTBL"
"Shipibo-Conibo","2012 Wycliffe Bible Translators, Inc.","N2SHP/TBL","SHPTBLN2DA16","audio_drama","Latn","shp","SHPTBL"
"Shipibo-Conibo","2012 Wycliffe Bible Translators, Inc.","N2SHP/TBL","SHPTBLP2DV","video_stream","Latn","shp","SHPTBL"
"Chadian Arabic","Bible Society of Chad 2012","N2SHU/ABT","SHUABTN2DA","audio_drama","Arab","shu","SHUATA"
"Chadian Arabic","Bible Society of Chad 2012","N2SHU/ABT","SHUABTN2DA16","audio_drama","Arab","shu","SHUATA"
"Chadian Arabic","Bible Society of Chad 2012","N2SHU/ABT","SHUABTP2DV","video_stream","Arab","shu","SHUATA"
"Sidamo","2015 Bible Society of Ethiopia","N2SID/BSE","SIDBSE","text_plain","Latn","sid","SIDBSE"
"Sidamo","2015 Bible Society of Ethiopia","N2SID/BSE","SIDBSE","text_format","Latn","sid","SIDBSE"
"Sidamo","2015 Bible Society of Ethiopia","N2SID/BSE","SIDBSEN1DA","audio","Latn","sid","SIDBSE"
"Sidamo","2015 Bible Society of Ethiopia","N2SID/BSE","SIDBSEN2DA","audio_drama","Latn","sid","SIDBSE"
"Sidamo","2015 Bible Society of Ethiopia","N2SID/BSE","SIDBSEP2DV","video_stream","Latn","sid","SIDBSE"
"Paasaal","2001 Wycliffe Bible Translators Inc.","N2SIG/WBT","SIGWBT","text_plain",NULL,"sig","SIGWBT"
"Paasaal","2001 Wycliffe Bible Translators Inc.","N2SIG/WBT","SIGWBTN2DA","audio_drama",NULL,"sig","SIGWBT"
"Paasaal","2001 Wycliffe Bible Translators Inc.","N2SIG/WBT","SIGWBTN2DA16","audio_drama",NULL,"sig","SIGWBT"
"Paasaal","2001 Wycliffe Bible Translators Inc.","N2SIG/WBT","SIGWBTP2DV","video_stream",NULL,"sig","SIGWBT"
"Tumulung Sisaala","1984 GILLBT","N2SIL/GIL","SILGIL","text_plain","Latn","sil","SILGIL"
"Tumulung Sisaala","1984 GILLBT","N2SIL/GIL","SILGILN2DA","audio_drama","Latn","sil","SILGIL"
"Tumulung Sisaala","1984 GILLBT","N2SIL/GIL","SILGILN2DA16","audio_drama","Latn","sil","SILGIL"
"Mende (Papua New Guinea)","2005 Wycliffe Bible Translators, Inc","N2SIM/PNG","SIMPNG","text_plain","Latn","sim","SIMPNG"
"Epena","2005 Bible League International","N2SJA/TBL","SJATBL","text_plain",NULL,"sja","SJATBL"
"Epena","2005 Bible League International","N2SJA/TBL","SJATBLN2DA","audio_drama",NULL,"sja","SJATBL"
"Epena","2005 Bible League International","N2SJA/TBL","SJATBLN2DA16","audio_drama",NULL,"sja","SJATBL"
"Epena","2005 Bible League International","N2SJA/TBL","SJATBLP2DV","video_stream",NULL,"sja","SJATBL"
"Kolibugan Subanon","2016 Edition","P2SKN/NVS","SKNNVSP1DA","audio","Latn","skn","SKNNVS"
"Kolibugan Subanon","2016 Edition","P2SKN/NVS","SKNNVSP2DA","audio_drama","Latn","skn","SKNNVS"
"Kolibugan Subanon","2016 Edition","P2SKN/NVS","SKNNVSP2DA16","audio_drama","Latn","skn","SKNNVS"
"Kolibugan Subanon","2016 Edition","P2SKN/NVS","SKNNVSP2DV","video_stream","Latn","skn","SKNNVS"
"Sissala","1999 Bible League Intl.","N2SLD/TBL","SLDTBL","text_plain","Latn","sld","SLDTBL"
"Sissala","1999 Bible League Intl.","N2SLD/TBL","SLDTBLN2DA","audio_drama","Latn","sld","SLDTBL"
"Sissala","1999 Bible League Intl.","N2SLD/TBL","SLDTBLN2DA16","audio_drama","Latn","sld","SLDTBL"
"Salt-Yui","1997 Wycliffe Bible Translators, Inc.","N2SLL/TBL","SLLTBL","text_plain","Latn","sll","SLLTBL"
"Slovak","1997 Slovak Bible Society","N2SLO/SBS","SLOSBSN2DA","audio_drama",NULL,"slk","SLKECU"
"Slovak","1997 Slovak Bible Society","N2SLO/SBS","SLOSBSN2DA16","audio_drama",NULL,"slk","SLKECU"
"Slovenian","Slovenski standardni prevod","N2SLV/SBS","SLVSBSN1DA","audio","Latn","slv","SLVSSV"
"Slovenian","Slovenski standardni prevod","N2SLV/SBS","SLVSBSN1DA16","audio","Latn","slv","SLVSSV"
"Slovenian","Slovenski standardni prevod","N2SLV/SBS","SLVSBSN2DA","audio_drama","Latn","slv","SLVSSV"
"Slovenian","Slovenski standardni prevod","N2SLV/SBS","SLVSBSN2DA16","audio_drama","Latn","slv","SLVSSV"
"Central Sama","2008 Bible League","N2SML/TBL","SMLTBL","text_format","Latn","sml","SMLTBL"
"Central Sama","2008 Bible League","N2SML/TBL","SMLTBL","text_plain","Latn","sml","SMLTBL"
"Central Sama","2008 Bible League","N2SML/TBL","SMLTBLN2DA","audio_drama","Latn","sml","SMLTBL"
"Central Sama","2008 Bible League","N2SML/TBL","SMLTBLN2DA16","audio_drama","Latn","sml","SMLTBL"
"Central Sama","2008 Bible League","N2SML/TBL","SMLTBLP2DV","video_stream","Latn","sml","SMLTBL"
